Speed,Power
2.20232333,0
4.090029042,0
4.912875121,129.2993631
6.219748306,387.8980892
7.599225557,842.6751592
8.422071636,1212.738854
9.607938045,1805.732484
10.64859632,2300.636943
11.51984511,2679.617834
12.07647628,2915.923567
12.80251694,3214.649682
13.18973863,3348.407643
13.62536302,3424.203822
14.06098742,3446.496815
14.69022265,3442.038217
14.78702807,3352.866242
16.04549855,3415.286624
16.94094869,3446.496815
19.40948693,3446.496815
21.99903195,3450.955414
